timestamp,price,jup_li_zscore7d_signal,ba_oi_zscore7d_signal,cme_oi_zscore7d_signal,all_miner_outflow,binance_btc_inflow,binance_btc_netflow,binance_btc_outflow,long_term_holder_sopr,MVMR,short_term_holder_sorp,WBTC_long_diff,WBTC_short_diff,all_miner_reverse_usd_diff,binance_reverse_usd_diff,btc_network_difficulity_diff,btc_network_hashrate_diff,exchange_stable_ratio_diff,open_interest_diff,realized_cap_diff
2024-04-04 10:00:00,66300.0,1.9082066479583608,1.5536648907778576,3.148920924322743,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 11:00:00,66361.5,1.8896801551549045,1.5316424703854978,3.0433829196309627,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 12:00:00,66714.9,1.8715567323989792,1.5101795133983988,2.946634793552772,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 13:00:00,67231.5,1.8538210313412256,1.4892488160599893,2.8574884532278526,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 14:00:00,67684.0,1.836458512135318,1.468824949534737,2.7749695597749144,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 15:00:00,67631.8,1.8194553893652472,1.4488841118673903,2.698270448332472,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 16:00:00,67796.6,1.802798582332156,1.4294039947296606,2.6267151368742323,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 17:00:00,68847.4,1.7864756692910526,1.410363663236358,2.559732917894216,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 18:00:00,68586.5,1.7704748452716017,1.391743447339166,2.4968381503713144,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
2024-04-04 19:00:00,68484.0,1.7547848831557684,1.373524843499308,2.437614601481989,6427.50400639,6259.56053668,-2032.56436958,8292.12490626,2.3271682,2.34405037,1.00487851,-885070.1339865215,-2032193.726459404,295123275.0516968,235453606.7188492,0.0,-24793592707.64477,-0.1611008299999987,173360301.17941284,817897960.9979248
